Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
125,Chris Chiozza\chiozch01,PG,26,GSW,27,1,309,2.4,8.3,.296,1.9,5.4,.348,0.6,2.9,.200,0.1,0.1,1.000,1.0,2.7,3.7,6.4,1.2,0.0,2.8,3.1,6.9
126,Marquese Chriss\chrisma01,PF,24,DAL,23,0,256,6.8,14.2,.475,1.0,3.0,.333,5.8,11.3,.513,1.7,2.7,.632,3.1,8.2,11.3,1.7,1.5,1.4,2.4,6.9,16.2
127,Josh Christopher\chrisjo01,SG,20,HOU,57,2,955,5.8,13.3,.438,1.6,5.1,.309,4.2,8.1,.519,2.0,2.6,.783,1.4,3.4,4.9,4.0,1.7,0.3,3.1,2.5,15.2
128,Gary Clark\clarkga01,PF,27,NOP,31,1,307,3.0,8.1,.377,2.7,6.8,.397,0.4,1.3,.273,0.7,0.9,.750,1.9,6.8,8.7,1.4,1.2,0.8,0.7,2.0,9.5
129,Brandon Clarke\clarkbr01,PF,25,MEM,51,1,985,8.2,12.8,.645,0.1,0.7,.200,8.1,12.0,.672,2.6,3.9,.648,3.9,6.2,10.1,2.6,1.0,1.9,0.9,3.4,19.2
130,Jordan Clarkson\clarkjo01,SG,29,UTA,61,1,1602,7.8,19.1,.408,3.3,10.6,.316,4.5,8.6,.522,2.3,2.8,.846,1.0,3.5,4.5,3.2,1.0,0.3,2.2,2.7,21.3
131,Nic Claxton\claxtni01,C,22,BRK,30,18,601,6.5,10.2,.641,0.0,0.0,,6.5,10.2,.641,2.1,3.7,.574,3.6,5.9,9.5,1.4,0.8,2.0,1.3,3.8,15.2
132,Amir Coffey\coffeam01,SG,24,LAC,53,20,1189,4.7,10.2,.457,2.2,5.8,.382,2.5,4.4,.555,2.4,2.8,.868,0.7,3.9,4.6,2.8,0.8,0.3,1.0,2.1,13.9
133,John Collins\collijo01,PF,24,ATL,52,51,1620,7.5,13.9,.536,1.4,3.7,.381,6.0,10.2,.593,2.9,3.6,.787,2.0,7.2,9.2,2.2,0.7,1.2,1.3,3.5,19.2
134,Zach Collins\colliza01,PF,24,SAS,11,1,173,4.6,9.8,.468,0.8,2.5,.333,3.7,7.3,.514,1.7,2.5,.667,4.4,7.9,12.3,4.2,1.2,1.2,4.2,5.4,11.7
135,Darren Collison\collida01,PG,34,LAL,3,0,37,1.9,6.8,.286,0.0,2.9,.000,1.9,3.9,.500,0.0,0.0,,0.0,3.9,3.9,1.9,1.0,0.0,1.0,4.9,3.9
136,Mike Conley\conlemi01,PG,34,UTA,57,57,1611,5.9,13.8,.429,2.9,7.3,.402,3.0,6.5,.459,2.4,2.9,.828,0.8,3.2,3.9,6.7,1.6,0.4,2.2,2.4,17.1
137,Pat Connaughton\connapa01,SG,29,MIL,54,18,1457,4.8,10.3,.467,3.1,7.6,.407,1.7,2.7,.639,0.7,0.9,.811,0.9,4.9,5.8,1.6,1.3,0.3,0.8,1.8,13.4
138,Tyler Cook\cookty01,PF,24,CHI,19,2,196,4.0,6.6,.611,0.0,0.0,,4.0,6.6,.611,3.7,5.7,.645,2.9,6.6,9.6,0.6,0.7,0.7,1.3,4.8,11.8
139,Sharife Cooper\coopesh01,PG,20,ATL,11,0,35,3.1,14.4,.214,1.0,6.2,.167,2.1,8.2,.250,0.0,0.0,,0.0,5.1,5.1,5.1,0.0,0.0,5.1,1.0,7.2
140,Petr Cornelie\cornepe01,PF,26,DEN,13,0,38,4.7,14.2,.333,0.9,7.6,.125,3.8,6.6,.571,2.8,3.8,.750,6.6,6.6,13.3,2.8,0.9,0.9,3.8,6.6,13.3
141,DeMarcus Cousins\couside01,C,31,TOT,31,6,485,7.1,16.2,.440,1.8,5.9,.304,5.3,10.3,.518,4.9,6.5,.759,3.8,10.3,14.1,3.3,2.2,1.1,3.6,6.7,20.9
142,DeMarcus Cousins\couside01,C,31,MIL,17,5,287,6.9,14.8,.466,1.6,6.0,.271,5.3,8.8,.600,3.9,4.8,.816,3.0,9.3,12.3,2.3,2.0,1.0,2.0,5.8,19.3
143,DeMarcus Cousins\couside01,C,31,DEN,14,1,198,7.5,18.2,.410,2.0,5.6,.355,5.5,12.5,.435,6.4,8.9,.714,4.9,11.8,16.7,4.9,2.4,1.3,5.8,8.0,23.3
144,Robert Covington\covinro01,PF-SF,31,TOT,60,40,1680,3.5,8.8,.395,2.0,5.9,.345,1.4,2.9,.496,0.9,1.1,.830,1.2,6.1,7.2,1.7,1.9,1.7,1.4,3.4,9.9
145,Robert Covington\covinro01,PF,31,POR,48,40,1431,3.2,8.5,.381,2.0,5.8,.343,1.2,2.7,.462,0.8,0.9,.833,1.0,5.9,6.9,1.7,1.9,1.6,1.5,3.3,9.2
146,Robert Covington\covinro01,SF,31,LAC,12,0,249,4.9,10.7,.459,2.3,6.5,.356,2.6,4.2,.621,2.0,2.5,.824,1.9,7.4,9.3,1.9,2.2,2.3,1.3,4.0,14.2
147,Torrey Craig\craigto01,SF,31,TOT,60,14,1210,4.3,9.8,.436,1.6,5.1,.310,2.7,4.7,.572,1.0,1.4,.739,2.0,5.1,7.1,2.0,0.9,0.8,1.5,3.3,11.2
148,Torrey Craig\craigto01,SF,31,IND,51,14,1034,4.5,9.8,.456,1.6,4.8,.333,2.9,5.0,.573,0.9,1.2,.771,2.1,4.7,6.8,2.0,0.8,0.7,1.4,3.3,11.5
149,Torrey Craig\craigto01,SF,31,PHO,9,0,176,3.3,10.0,.327,1.4,6.8,.212,1.8,3.3,.563,1.4,2.3,.636,1.6,7.0,8.6,1.6,1.2,1.4,2.5,3.1,9.4
150,Jae Crowder\crowdja01,PF,31,PHO,54,54,1533,4.1,10.0,.412,2.3,6.6,.353,1.8,3.4,.528,1.5,1.9,.805,0.6,6.1,6.7,2.2,1.8,0.5,1.0,3.1,12.2
151,Jarrett Culver\culveja01,SG,22,MEM,28,0,254,5.7,13.9,.408,1.4,4.8,.294,4.3,9.1,.469,1.7,3.3,.522,1.4,4.1,5.5,3.7,2.1,0.6,1.8,4.4,14.5
152,Jarron Cumberland\cumbeja01,SG,24,POR,3,0,12,3.0,6.0,.500,0.0,3.0,.000,3.0,3.0,1.000,0.0,0.0,,3.0,6.0,9.0,3.0,0.0,0.0,0.0,6.0,6.0
153,Cade Cunningham\cunnica01,PG,20,DET,51,51,1636,7.1,17.6,.400,2.2,6.8,.321,4.9,10.9,.449,2.2,2.7,.843,1.1,5.4,6.5,5.8,1.4,0.7,3.9,3.5,18.6
154,Seth Curry\curryse01,SG,31,TOT,54,54,1851,6.0,12.4,.483,2.5,6.0,.410,3.6,6.5,.550,1.4,1.6,.869,0.4,3.2,3.5,4.1,0.8,0.2,1.9,2.4,15.9
155,Seth Curry\curryse01,SG,31,PHI,45,45,1566,5.9,12.1,.485,2.3,5.7,.400,3.6,6.4,.561,1.5,1.7,.877,0.4,3.1,3.5,4.2,0.8,0.3,1.9,2.3,15.5
156,Seth Curry\curryse01,SG,31,BRK,9,9,285,6.7,14.1,.473,3.3,7.2,.456,3.4,6.9,.491,1.1,1.4,.818,0.3,3.7,3.9,4.0,0.6,0.1,1.8,2.9,17.8
157,Stephen Curry\curryst01,PG,33,GSW,59,59,2056,8.7,20.2,.432,4.7,12.4,.379,4.0,7.8,.517,4.5,4.9,.918,0.6,4.8,5.4,6.7,1.4,0.4,3.3,2.1,26.7
158,Anthony Davis\davisan02,C,28,LAL,37,37,1297,9.5,17.6,.537,0.3,1.8,.182,9.1,15.8,.578,4.5,6.3,.709,2.9,7.1,10.0,3.0,1.2,2.4,2.1,2.6,23.7
159,Ed Davis\davised01,C,32,CLE,21,3,153,2.4,3.5,.667,0.0,0.0,,2.4,3.5,.667,0.9,2.8,.333,2.4,9.6,12.0,1.2,0.7,1.9,1.2,6.6,5.6
160,Terence Davis\daviste02,SG,24,SAC,30,11,536,7.6,17.9,.423,3.3,10.0,.329,4.3,7.9,.542,2.4,3.0,.818,0.7,5.6,6.3,2.7,1.7,0.7,2.2,4.7,20.9
161,Gabriel Deck\deckga01,PF,26,OKC,7,0,56,5.1,9.0,.571,1.3,2.6,.500,3.9,6.4,.600,0.0,0.0,,0.6,3.2,3.9,3.2,0.6,0.0,1.3,1.3,11.6
162,Dewayne Dedmon\dedmode01,C,32,MIA,56,15,903,5.7,9.7,.582,0.6,1.3,.500,5.0,8.5,.594,2.5,3.1,.795,3.8,9.5,13.3,1.8,0.8,1.4,2.4,5.6,14.4
163,Sam Dekker\dekkesa01,PF,27,TOR,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,Javin DeLaurier\delauja01,C,23,MIL,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,0.0,12.0,0.0,0.0,12.0,0.0
165,DeMar DeRozan\derozde01,PF,32,CHI,61,61,2190,10.3,20.2,.509,0.7,1.8,.357,9.6,18.3,.525,6.9,7.9,.867,0.8,4.6,5.4,5.1,0.9,0.3,2.4,2.2,28.1
166,Mamadi Diakite\diakima01,PF,25,OKC,13,3,188,4.8,9.0,.532,0.0,1.0,.000,4.8,8.0,.595,1.1,2.1,.545,3.3,8.0,11.3,0.4,1.0,1.7,1.3,6.3,10.7
167,Cheick Diallo\diallch01,C,25,DET,3,0,31,3.5,9.3,.375,0.0,0.0,,3.5,9.3,.375,5.8,7.0,.833,4.6,9.3,13.9,0.0,1.2,0.0,1.2,7.0,12.8
168,Hamidou Diallo\diallha01,SG,23,DET,57,29,1254,7.3,14.9,.494,0.7,2.7,.247,6.7,12.2,.548,2.6,4.0,.650,2.0,5.9,7.8,2.1,2.0,0.5,1.7,4.1,18.0
169,Gorgui Dieng\dienggo01,C,32,ATL,40,3,356,5.1,10.5,.481,2.6,6.1,.433,2.4,4.4,.545,1.7,2.4,.708,3.2,8.6,11.8,3.3,1.1,1.3,2.0,5.0,14.5
170,Spencer Dinwiddie\dinwisp01,PG,28,TOT,52,46,1570,5.4,13.5,.404,2.0,6.1,.330,3.4,7.4,.464,3.2,4.1,.797,0.8,4.3,5.2,6.7,0.7,0.2,1.9,2.8,16.1
171,Spencer Dinwiddie\dinwisp01,PG,28,WAS,44,44,1330,5.0,13.3,.376,1.9,6.1,.310,3.1,7.2,.432,3.1,3.9,.811,1.0,4.6,5.6,6.9,0.7,0.2,2.0,2.9,15.0
172,Spencer Dinwiddie\dinwisp01,PG,28,DAL,8,2,240,7.8,14.2,.547,2.5,5.7,.447,5.2,8.6,.614,3.7,5.1,.735,0.1,2.7,2.8,5.7,0.6,0.1,1.6,2.5,21.9
173,Donte DiVincenzo\divindo01,SG,25,TOT,27,0,593,4.1,12.0,.340,2.4,7.8,.310,1.6,4.1,.397,2.4,2.8,.870,1.6,4.7,6.3,3.8,1.6,0.2,2.5,2.5,13.0
174,Donte DiVincenzo\divindo01,SG,25,MIL,17,0,341,4.1,12.5,.331,2.2,7.8,.284,1.9,4.6,.409,2.4,2.9,.852,1.9,4.4,6.3,3.1,1.2,0.3,3.0,2.7,12.9
175,Donte DiVincenzo\divindo01,SG,25,SAC,10,0,252,4.0,11.3,.354,2.7,7.9,.345,1.3,3.4,.375,2.4,2.7,.895,1.3,5.0,6.3,4.9,2.3,0.1,1.9,2.3,13.1
176,Luka Dončić\doncilu01,PG,22,DAL,49,49,1746,9.9,22.0,.451,2.8,8.4,.336,7.1,13.6,.523,5.5,7.5,.741,0.9,8.5,9.4,8.8,1.2,0.5,4.6,2.4,28.2
177,Luguentz Dort\dortlu01,SF,22,OKC,51,51,1665,6.3,15.7,.404,2.8,8.5,.332,3.5,7.2,.487,3.5,4.1,.843,0.8,3.8,4.6,1.9,1.0,0.4,1.9,3.2,19.0
178,Ayo Dosunmu\dosunay01,SG,22,CHI,60,26,1593,4.6,8.7,.525,1.2,3.1,.399,3.3,5.6,.594,1.0,1.4,.672,0.4,3.4,3.9,4.3,1.0,0.6,1.8,3.1,11.4
179,Damyean Dotson\dotsoda01,SG,27,NYK,2,0,21,3.4,6.9,.500,0.0,1.7,.000,3.4,5.1,.667,0.0,0.0,,0.0,3.4,3.4,1.7,0.0,0.0,0.0,0.0,6.9
180,Devon Dotson\dotsode01,PG,22,CHI,11,0,85,4.7,9.7,.478,0.8,3.8,.222,3.8,5.9,.643,2.1,3.8,.556,0.4,3.4,3.8,6.4,0.4,0.0,2.1,4.7,12.3
181,Sekou Doumbouya\doumbse01,PF,21,LAL,2,0,16,11.3,18.0,.625,2.3,4.5,.500,9.0,13.5,.667,6.8,9.0,.750,4.5,9.0,13.5,0.0,6.8,4.5,4.5,2.3,31.5
182,Jeff Dowtin\dowtije01,PG,24,TOT,5,0,31,3.5,8.1,.429,0.0,2.3,.000,3.5,5.8,.600,0.0,0.0,,1.2,7.0,8.1,3.5,0.0,1.2,1.2,2.3,7.0
183,Jeff Dowtin\dowtije01,PG,24,GSW,4,0,28,3.9,7.7,.500,0.0,1.3,.000,3.9,6.4,.600,0.0,0.0,,1.3,7.7,9.0,3.9,0.0,1.3,1.3,2.6,7.7
184,Jeff Dowtin\dowtije01,PG,24,MIL,1,0,3,0.0,12.0,.000,0.0,12.0,.000,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,PJ Dozier\doziepj01,SG,25,DEN,18,0,340,3.8,10.5,.364,1.6,5.1,.313,2.2,5.4,.412,1.1,1.4,.769,1.5,5.2,6.7,3.1,1.2,0.6,1.4,3.5,10.3
186,Goran Dragić\dragigo01,PG,35,TOT,10,3,186,5.0,13.4,.377,1.5,4.8,.320,3.5,8.5,.409,3.5,4.5,.783,1.4,4.3,5.6,5.0,1.2,0.2,1.4,4.1,15.1
187,Goran Dragić\dragigo01,PG,35,TOR,5,2,90,5.2,13.6,.382,1.6,5.6,.286,3.6,8.0,.450,4.0,4.0,1.000,0.8,4.8,5.6,3.6,2.0,0.4,0.4,3.2,16.0
188,Goran Dragić\dragigo01,PG,35,BRK,5,1,96,4.9,13.1,.371,1.5,4.1,.364,3.4,9.0,.375,3.0,4.9,.615,1.9,3.7,5.6,6.4,0.4,0.0,2.3,4.9,14.2
189,Andre Drummond\drumman01,C,28,TOT,57,20,1068,5.4,9.8,.545,0.0,0.1,.000,5.4,9.7,.550,1.8,3.6,.500,5.4,11.6,17.0,3.8,2.1,1.7,3.1,4.8,12.5
190,Andre Drummond\drumman01,C,28,PHI,49,12,902,5.1,9.5,.538,0.0,0.1,.000,5.1,9.4,.542,1.7,3.3,.512,5.4,11.9,17.3,3.9,2.2,1.8,3.2,4.8,11.9
191,Andre Drummond\drumman01,C,28,BRK,8,8,166,6.7,11.7,.574,0.0,0.2,.000,6.7,11.5,.585,2.4,5.2,.458,5.2,10.2,15.4,3.7,1.5,1.1,3.0,4.8,15.8
192,Chris Duarte\duartch01,SG,24,IND,52,38,1474,6.3,14.5,.434,2.2,6.0,.365,4.1,8.5,.483,2.1,2.6,.796,0.9,4.3,5.2,2.7,1.3,0.2,2.2,2.1,16.8
193,David Duke Jr.\dukeda01,PG,22,BRK,21,7,340,4.1,11.4,.361,1.0,3.9,.243,3.2,7.5,.423,1.8,2.2,.810,3.2,3.9,7.1,1.8,1.5,0.7,1.0,3.8,11.0
194,Kevin Durant\duranke01,PF,33,BRK,38,38,1387,10.4,20.0,.520,1.9,5.1,.372,8.5,14.9,.570,6.4,7.1,.898,0.5,6.6,7.2,5.7,0.8,1.0,3.0,1.9,29.1
195,Jaime Echenique\echenja01,C,24,WAS,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,Anthony Edwards\edwaran01,SG,20,MIN,56,56,1935,8.0,18.4,.432,3.1,8.9,.347,4.9,9.6,.512,3.3,4.2,.768,0.9,4.0,4.9,3.8,1.6,0.7,2.9,2.4,22.3
197,Kessler Edwards\edwarke02,SF,21,BRK,32,20,748,3.8,9.4,.398,1.7,4.9,.347,2.1,4.6,.453,0.5,0.6,.833,1.5,4.7,6.3,1.1,1.1,0.8,1.6,3.0,9.7
198,Rob Edwards\edwarro01,SG,25,OKC,2,0,11,3.3,13.1,.250,3.3,13.1,.250,0.0,0.0,,0.0,0.0,,0.0,9.8,9.8,0.0,0.0,0.0,3.3,0.0,9.8
199,CJ Elleby\ellebcj01,SF,21,POR,40,12,671,3.7,9.7,.383,1.0,3.9,.250,2.7,5.8,.472,1.7,2.3,.744,1.9,5.0,6.9,2.4,1.2,0.6,1.6,3.9,10.1
200,Wayne Ellington\ellinwa01,SG,34,LAL,37,9,690,4.2,10.4,.407,3.7,9.3,.391,0.6,1.0,.550,0.2,0.3,.800,0.5,2.8,3.3,1.3,1.0,0.2,0.8,1.9,12.3
201,Joel Embiid\embiijo01,C,27,PHI,52,52,1726,10.2,20.7,.492,1.4,4.0,.351,8.8,16.7,.526,10.4,12.7,.820,2.1,10.0,12.2,4.7,1.2,1.6,3.2,2.9,32.2
202,James Ennis III\ennisja01,SF,31,TOT,7,0,56,7.1,15.4,.458,1.9,5.1,.375,5.1,10.3,.500,2.6,3.2,.800,3.2,4.5,7.7,1.9,1.3,1.3,1.3,3.2,18.6
203,James Ennis III\ennisja01,SF,31,BRK,2,0,14,5.1,18.0,.286,2.6,5.1,.500,2.6,12.9,.200,0.0,0.0,,5.1,7.7,12.9,0.0,2.6,2.6,0.0,0.0,12.9
204,James Ennis III\ennisja01,SF,31,LAC,2,0,28,9.0,14.1,.636,2.6,5.1,.500,6.4,9.0,.714,5.1,5.1,1.000,2.6,3.9,6.4,0.0,1.3,1.3,1.3,5.1,25.7
205,James Ennis III\ennisja01,SF,31,DEN,3,0,14,5.1,15.4,.333,0.0,5.1,.000,5.1,10.3,.500,0.0,2.6,.000,2.6,2.6,5.1,7.7,0.0,0.0,2.6,2.6,10.3
206,Drew Eubanks\eubandr01,C,24,TOT,54,14,719,5.2,9.5,.545,0.1,0.4,.125,5.1,9.1,.564,3.2,4.3,.744,3.8,7.9,11.7,2.7,0.8,1.5,2.7,3.9,13.6
207,Drew Eubanks\eubandr01,C,24,SAS,49,9,595,5.1,9.6,.528,0.1,0.5,.125,5.0,9.1,.550,3.6,4.8,.747,3.9,8.0,11.9,3.0,0.8,1.8,2.8,3.7,13.8
208,Drew Eubanks\eubandr01,C,24,POR,5,5,124,5.5,8.7,.633,0.0,0.0,,5.5,8.7,.633,1.5,2.0,.714,3.5,7.5,11.0,1.2,0.6,0.0,2.3,4.6,12.5
209,Tacko Fall\fallta01,C,26,CLE,11,1,59,3.1,7.3,.417,0.0,0.0,,3.1,7.3,.417,1.2,4.3,.286,4.3,9.8,14.0,1.2,0.0,3.7,1.8,1.8,7.3
210,Derrick Favors\favorde01,C,30,OKC,39,18,653,5.2,10.0,.516,0.1,0.9,.125,5.1,9.2,.554,0.9,1.4,.640,3.2,6.9,10.1,1.4,0.9,0.7,0.5,3.4,11.4
211,Bruno Fernando\fernabr01,C,23,TOT,23,0,75,5.8,11.5,.500,0.5,1.0,.500,5.3,10.6,.500,3.8,4.8,.800,5.3,5.3,10.6,1.9,0.0,1.9,3.4,3.8,15.8
212,Bruno Fernando\fernabr01,C,23,BOS,20,0,58,4.3,8.7,.500,0.6,0.6,1.000,3.7,8.1,.462,2.5,3.1,.800,4.3,5.0,9.3,2.5,0.0,1.9,3.1,3.7,11.8
213,Bruno Fernando\fernabr01,C,23,HOU,3,0,17,10.6,21.2,.500,0.0,2.1,.000,10.6,19.1,.556,8.5,10.6,.800,8.5,6.4,14.8,0.0,0.0,2.1,4.2,4.2,29.6
214,Dorian Finney-Smith\finnedo01,PF,28,DAL,64,64,2117,4.3,9.3,.457,2.2,5.7,.385,2.1,3.6,.573,0.8,1.2,.671,1.8,3.6,5.3,2.1,1.3,0.5,1.1,2.6,11.6
215,Malik Fitts\fittsma01,PF,24,TOT,8,0,38,1.9,9.5,.200,1.9,4.7,.400,0.0,4.7,.000,0.0,0.0,,0.0,10.4,10.4,0.0,0.0,0.0,1.9,2.8,5.7
216,Malik Fitts\fittsma01,PF,24,UTA,7,0,35,2.1,9.3,.222,2.1,4.1,.500,0.0,5.1,.000,0.0,0.0,,0.0,10.3,10.3,0.0,0.0,0.0,2.1,3.1,6.2
217,Malik Fitts\fittsma01,PF,24,BOS,1,0,3,0.0,12.0,.000,0.0,12.0,.000,0.0,0.0,,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Malachi Flynn\flynnma01,PG,23,TOR,40,5,479,5.0,12.2,.407,2.0,6.1,.333,2.9,6.1,.481,1.1,1.7,.609,0.7,3.6,4.3,4.7,1.4,0.3,0.8,3.2,13.0
219,Bryn Forbes\forbebr01,SG,28,TOT,62,1,1114,6.7,15.3,.437,3.4,7.9,.423,3.3,7.4,.452,2.2,2.5,.895,0.2,2.5,2.7,2.1,0.7,0.2,1.7,2.6,18.9
220,Bryn Forbes\forbebr01,SG,28,SAS,40,1,676,6.8,15.8,.432,3.4,8.0,.417,3.5,7.7,.448,2.3,2.6,.898,0.2,3.1,3.4,2.2,0.9,0.2,1.8,2.2,19.3
221,Bryn Forbes\forbebr01,SG,28,DEN,22,0,438,6.5,14.6,.444,3.4,7.8,.432,3.1,6.8,.458,2.0,2.2,.889,0.2,1.5,1.7,2.0,0.5,0.2,1.6,3.0,18.3
222,Aleem Ford\fordal03,SF,24,ORL,5,0,74,2.9,9.7,.300,1.0,7.3,.133,1.9,2.4,.800,0.0,0.0,,1.0,6.3,7.3,1.0,0.5,0.0,1.9,3.4,6.8
223,Trent Forrest\forretr01,PG,23,UTA,52,5,650,3.5,6.9,.508,0.3,1.3,.217,3.2,5.6,.574,1.8,2.2,.821,1.0,3.9,4.9,4.8,1.4,0.2,2.5,2.2,9.0
224,Evan Fournier\fournev01,SG,29,NYK,63,63,1872,6.3,14.9,.420,3.6,9.2,.390,2.7,5.7,.468,1.2,1.8,.699,0.6,2.8,3.4,2.2,1.1,0.3,1.6,2.6,17.4
225,De'Aaron Fox\foxde01,PG,24,SAC,55,55,1926,8.7,18.5,.473,1.1,4.0,.277,7.6,14.5,.527,4.6,6.2,.739,0.4,3.6,4.0,5.5,1.2,0.4,2.8,3.0,23.2
226,Tim Frazier\fraziti01,PG,31,TOT,12,3,208,2.4,7.8,.311,1.0,2.9,.353,1.4,4.8,.286,0.9,1.6,.556,0.9,2.4,3.3,5.9,0.5,0.2,2.6,4.7,6.8
227,Tim Frazier\fraziti01,PG,31,ORL,10,3,200,2.3,7.7,.302,1.1,3.1,.353,1.3,4.7,.269,0.9,1.6,.556,0.9,2.5,3.4,5.9,0.5,0.2,2.3,4.3,6.7
228,Tim Frazier\fraziti01,PG,31,CLE,2,0,8,4.5,9.0,.500,0.0,0.0,,4.5,9.0,.500,0.0,0.0,,0.0,0.0,0.0,4.5,0.0,0.0,9.0,13.5,9.0
229,Enes Freedom\kanteen01,C,29,BOS,35,1,411,4.5,8.5,.526,0.2,0.4,.400,4.3,8.1,.533,2.1,2.5,.857,5.3,8.7,14.0,0.7,0.4,1.2,1.8,3.7,11.2
230,Markelle Fultz\fultzma01,PG,23,ORL,3,0,50,8.6,15.1,.571,0.0,1.4,.000,8.6,13.7,.632,2.2,2.2,1.000,1.4,3.6,5.0,7.9,0.7,0.7,3.6,2.9,19.4
231,Wenyen Gabriel\gabriwe01,PF,24,TOT,8,0,51,4.2,11.3,.375,2.1,4.9,.429,2.1,6.4,.333,1.4,2.8,.500,4.9,7.8,12.7,1.4,0.7,1.4,2.1,7.8,12.0
232,Wenyen Gabriel\gabriwe01,PF,24,BRK,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Wenyen Gabriel\gabriwe01,PF,24,LAC,6,0,46,3.9,10.2,.385,1.6,3.9,.400,2.3,6.3,.375,1.6,3.1,.500,3.9,7.0,11.0,1.6,0.8,1.6,2.3,8.6,11.0
234,Wenyen Gabriel\gabriwe01,PF,24,LAL,1,0,4,9.0,27.0,.333,9.0,18.0,.500,0.0,9.0,.000,0.0,0.0,,18.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0
235,Daniel Gafford\gaffoda01,C,23,WAS,54,50,1108,6.8,10.0,.684,0.0,0.0,,6.8,10.0,.684,2.2,3.1,.719,4.0,6.3,10.3,1.8,0.7,2.6,1.7,4.3,15.9
236,Danilo Gallinari\gallida01,PF,33,ATL,53,9,1279,5.2,12.3,.419,2.4,6.2,.386,2.8,6.1,.452,3.4,3.8,.897,0.8,5.9,6.8,1.9,0.7,0.3,0.9,2.2,16.1
237,Langston Galloway\gallola01,SG,30,TOT,7,0,107,2.0,8.7,.231,0.7,5.4,.125,1.3,3.4,.400,0.0,0.0,,1.0,5.0,6.1,4.0,0.3,0.0,2.0,2.4,4.7
238,Langston Galloway\gallola01,SG,30,BRK,4,0,58,3.1,8.1,.385,1.2,5.0,.250,1.9,3.1,.600,0.0,0.0,,0.6,4.3,5.0,3.1,0.0,0.0,3.1,3.1,7.4
239,Langston Galloway\gallola01,SG,30,MIL,3,0,49,0.7,9.6,.077,0.0,5.9,.000,0.7,3.7,.200,0.0,0.0,,1.5,5.9,7.3,5.1,0.7,0.0,0.7,1.5,1.5
240,Darius Garland\garlada01,PG,22,CLE,50,50,1736,8.1,17.0,.478,2.7,7.1,.382,5.4,9.9,.547,2.3,2.6,.903,0.5,2.9,3.4,8.4,1.3,0.1,4.0,1.8,21.3
241,Marcus Garrett\garrema01,SG,23,MIA,12,0,128,1.4,5.9,.238,0.3,1.1,.250,1.1,4.8,.235,0.6,1.4,.400,2.5,3.9,6.5,2.0,1.4,0.8,0.6,4.5,3.7
242,Usman Garuba\garubus01,PF,19,HOU,15,0,105,2.7,8.2,.333,0.7,4.5,.154,2.1,3.8,.545,0.3,0.7,.500,3.1,8.6,11.7,2.7,2.4,2.1,1.0,3.1,6.5
243,Luka Garza\garzalu01,C,23,DET,29,5,340,5.8,13.1,.444,1.5,4.3,.341,4.3,8.8,.494,2.9,4.4,.643,5.3,3.9,9.2,1.7,0.8,0.4,1.8,5.1,16.0
244,Rudy Gay\gayru01,PF,35,UTA,40,1,763,5.3,13.4,.396,2.5,7.4,.331,2.9,6.0,.477,2.5,3.3,.771,2.0,6.5,8.5,2.0,1.0,0.6,1.6,3.3,15.7
245,Paul George\georgpa01,SF,31,LAC,26,26,924,9.1,21.7,.421,2.7,8.5,.323,6.4,13.2,.484,4.0,4.6,.880,0.4,6.8,7.2,5.5,2.1,0.4,4.2,2.5,25.0
246,Taj Gibson\gibsota01,C,36,NYK,41,4,751,3.1,5.8,.533,0.4,1.1,.364,2.7,4.7,.571,1.3,1.7,.750,3.4,5.6,8.9,1.2,0.9,1.7,1.1,5.3,7.8
247,Josh Giddey\giddejo01,SG,19,OKC,54,54,1700,6.0,14.2,.419,1.2,4.5,.263,4.8,9.7,.492,1.2,1.7,.709,2.1,6.8,8.9,7.3,1.1,0.4,3.6,1.9,14.3
248,Shai Gilgeous-Alexander\gilgesh01,PG,23,OKC,49,49,1697,8.6,19.5,.444,1.6,5.6,.286,7.0,13.8,.508,6.1,7.5,.808,0.7,4.3,5.1,5.9,1.3,0.8,2.8,2.5,24.9
249,Anthony Gill\gillan01,PF,29,WAS,29,0,249,5.2,8.5,.610,1.3,2.0,.643,3.9,6.5,.600,3.2,4.5,.710,2.9,3.5,6.4,2.2,0.6,0.9,1.6,5.9,14.9
