Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
647,Marko Simonovic\simonma01,C,22,CHI,9,0,35,4.1,15.4,.267,1.0,5.1,.200,3.1,10.3,.300,8.2,11.3,.727,5.1,5.1,10.3,0.0,1.0,1.0,2.1,6.2,17.5
648,Anfernee Simons\simonan01,SG,22,POR,57,30,1681,7.6,17.1,.443,3.8,9.5,.405,3.7,7.6,.490,2.2,2.5,.888,0.6,2.7,3.2,4.7,0.6,0.1,2.5,2.4,21.2
649,Jericho Sims\simsje01,PF,23,NYK,24,0,207,1.9,3.0,.647,0.0,0.0,,1.9,3.0,.647,0.7,1.7,.400,4.0,7.0,11.0,1.0,0.9,1.6,0.9,5.6,4.5
650,Deividas Sirvydis\sirvyde01,SG,21,DET,3,0,27,1.3,13.3,.100,1.3,9.3,.143,0.0,4.0,.000,0.0,0.0,,0.0,8.0,8.0,1.3,4.0,1.3,0.0,5.3,4.0
651,Javonte Smart\smartja01,PG,22,TOT,14,1,161,2.5,9.6,.256,0.9,4.0,.222,1.6,5.6,.280,1.1,1.3,.833,0.9,3.4,4.2,3.1,0.9,0.4,2.0,2.5,6.9
652,Javonte Smart\smartja01,PG,22,MIL,13,1,160,2.5,9.7,.256,0.9,4.1,.222,1.6,5.6,.280,1.1,1.4,.833,0.9,3.4,4.3,3.2,0.9,0.5,2.0,2.5,7.0
653,Javonte Smart\smartja01,PG,22,MIA,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,Marcus Smart\smartma01,PG,27,BOS,56,56,1838,4.5,10.9,.414,1.7,5.3,.326,2.8,5.5,.498,2.3,2.9,.792,0.7,3.6,4.3,6.1,1.9,0.3,2.4,2.6,13.1
655,Dennis Smith Jr.\smithde03,PG,24,POR,37,4,638,4.5,10.7,.418,0.3,1.5,.222,4.1,9.1,.451,2.4,3.6,.656,1.1,3.8,5.0,7.4,2.5,0.7,2.9,2.9,11.6
656,Ish Smith\smithis01,PG,33,TOT,46,1,712,5.7,13.1,.435,0.8,2.0,.385,5.0,11.2,.443,0.6,1.0,.600,0.9,3.5,4.4,7.3,1.4,0.7,2.5,2.8,12.8
657,Ish Smith\smithis01,PG,33,CHO,37,1,511,5.1,13.0,.395,0.7,1.8,.400,4.4,11.3,.394,0.8,1.3,.632,0.8,3.2,4.0,6.9,1.4,0.7,2.5,2.4,11.8
658,Ish Smith\smithis01,PG,33,WAS,9,0,201,7.2,13.4,.533,0.9,2.5,.357,6.3,10.9,.574,0.0,0.2,.000,1.3,4.1,5.4,8.4,1.4,0.7,2.5,3.8,15.2
659,Jalen Smith\smithja04,PF,21,TOT,39,7,641,6.3,12.6,.500,1.4,4.4,.321,4.9,8.2,.596,3.3,4.2,.784,4.2,8.2,12.4,1.0,0.6,1.4,1.9,3.9,17.2
660,Jalen Smith\smithja04,PF,21,PHO,29,4,382,5.9,12.9,.460,0.8,3.7,.231,5.1,9.2,.551,3.8,4.9,.769,5.2,7.9,13.1,0.6,0.6,1.7,2.1,4.9,16.5
661,Jalen Smith\smithja04,PF,21,IND,10,3,259,6.8,12.1,.563,2.2,5.4,.410,4.6,6.7,.688,2.5,3.1,.818,2.6,8.6,11.3,1.5,0.6,1.0,1.7,2.5,18.3
662,Xavier Sneed\sneedxa01,SF,24,MEM,2,0,8,0.0,9.0,.000,0.0,9.0,.000,0.0,0.0,,0.0,0.0,,4.5,4.5,9.0,0.0,0.0,0.0,0.0,9.0,0.0
663,Tony Snell\snellto01,SG,30,TOT,46,10,711,3.0,7.2,.415,2.1,5.6,.369,0.9,1.6,.581,0.2,0.2,1.000,0.8,4.2,5.0,1.3,0.6,0.4,0.8,3.1,8.2
664,Tony Snell\snellto01,SG,30,POR,38,10,546,2.4,6.4,.371,1.6,4.9,.320,0.8,1.5,.545,0.2,0.2,1.000,0.7,4.0,4.7,1.3,0.5,0.5,0.7,2.9,6.5
665,Tony Snell\snellto01,SG,30,NOP,8,0,165,5.0,9.8,.511,3.7,7.9,.472,1.3,2.0,.667,0.0,0.0,,0.9,4.8,5.7,1.1,0.9,0.0,0.9,3.7,13.7
666,Jaden Springer\sprinja01,SG,19,PHI,2,0,6,6.0,6.0,1.000,0.0,0.0,,6.0,6.0,1.000,0.0,0.0,,6.0,6.0,12.0,0.0,0.0,12.0,6.0,0.0,12.0
667,Cassius Stanley\stanlca01,SG,22,DET,9,1,155,4.4,10.7,.413,0.9,3.9,.235,3.5,6.7,.517,2.3,2.3,1.000,1.2,3.3,4.4,0.9,1.2,0.5,1.4,3.9,12.1
668,Nik Stauskas\stausni01,SG,28,MIA,2,0,24,4.5,12.0,.375,3.0,6.0,.500,1.5,6.0,.250,4.5,6.0,.750,1.5,3.0,4.5,1.5,0.0,0.0,0.0,1.5,16.5
669,Lance Stephenson\stephla01,SG-SF,31,TOT,33,1,594,6.5,14.5,.446,1.0,4.1,.250,5.5,10.4,.523,2.5,3.3,.759,0.7,5.2,5.8,6.9,1.0,0.2,3.2,4.0,16.5
670,Lance Stephenson\stephla01,SF,31,ATL,6,0,70,2.6,6.7,.385,0.0,1.5,.000,2.6,5.1,.500,0.5,1.0,.500,0.5,7.2,7.7,5.7,0.0,0.0,2.1,4.1,5.7
671,Lance Stephenson\stephla01,SG,31,IND,27,1,524,7.0,15.6,.449,1.2,4.5,.262,5.8,11.1,.525,2.7,3.6,.769,0.7,4.9,5.6,7.1,1.1,0.2,3.3,4.0,17.9
672,Lamar Stevens\stevela01,PF,24,CLE,45,8,628,5.0,10.7,.473,0.7,2.6,.283,4.3,8.0,.536,1.6,2.5,.651,1.7,3.8,5.5,1.6,1.1,0.5,1.4,3.7,12.4
673,Isaiah Stewart\stewais01,C,20,DET,57,57,1471,5.0,9.7,.515,0.1,0.6,.160,4.9,9.1,.539,1.4,2.1,.679,4.5,7.3,11.8,1.5,0.5,1.6,1.7,4.1,11.5
674,Max Strus\strusma01,SF,25,MIA,53,10,1238,5.6,12.8,.436,4.0,9.9,.404,1.6,2.9,.545,1.0,1.4,.766,0.6,4.1,4.7,2.0,0.6,0.3,1.2,2.6,16.2
675,Jalen Suggs\suggsja01,PG,20,ORL,43,40,1204,5.6,15.4,.366,1.2,5.3,.226,4.4,10.1,.439,3.6,4.8,.767,0.7,4.0,4.8,5.7,1.6,0.5,3.9,4.0,16.1
676,Craig Sword\swordcr01,SG,28,WAS,3,0,19,5.7,7.6,.750,0.0,1.9,.000,5.7,5.7,1.000,0.0,0.0,,0.0,0.0,0.0,1.9,7.6,0.0,1.9,13.3,11.4
677,Keifer Sykes\sykeske01,PG,28,IND,23,10,412,4.3,12.3,.348,1.7,5.9,.294,2.5,6.4,.397,1.0,1.2,.857,0.6,2.9,3.5,4.0,0.7,0.3,2.3,3.2,11.4
678,Jae'Sean Tate\tateja01,SF,26,HOU,63,62,1702,6.5,12.8,.505,1.1,3.6,.298,5.4,9.2,.585,2.5,3.5,.707,2.2,5.2,7.4,4.1,1.3,0.7,2.5,4.9,16.4
679,Jayson Tatum\tatumja01,SF,23,BOS,62,62,2247,9.1,20.8,.438,2.8,8.5,.334,6.2,12.3,.509,5.3,6.3,.849,1.2,7.0,8.2,4.2,0.9,0.7,2.9,2.3,26.3
680,Terry Taylor\taylote01,SG,22,IND,19,2,332,7.3,11.9,.609,0.4,1.2,.364,6.8,10.7,.636,1.5,2.4,.636,5.6,5.9,11.5,2.8,0.3,0.4,0.9,3.6,16.5
681,Garrett Temple\templga01,SG,35,NOP,56,16,1059,3.7,9.6,.383,1.9,5.9,.320,1.8,3.6,.486,1.0,1.4,.683,1.0,3.8,4.8,2.5,1.4,0.8,1.4,2.7,10.2
682,Emanuel Terry\terryem01,PF,25,PHO,3,0,18,0.0,10.0,.000,0.0,0.0,,0.0,10.0,.000,0.0,0.0,,16.0,14.0,30.0,4.0,2.0,0.0,10.0,8.0,0.0
683,Tyrell Terry\terryty01,PG,21,MEM,2,0,3,12.0,12.0,1.000,0.0,0.0,,12.0,12.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0
684,Jon Teske\teskejo01,C,24,MEM,3,0,8,0.0,4.5,.000,0.0,0.0,,0.0,4.5,.000,0.0,9.0,.000,0.0,9.0,9.0,4.5,4.5,0.0,0.0,4.5,0.0
685,Daniel Theis\theisda01,C,29,TOT,32,21,664,5.1,10.5,.485,1.4,4.6,.294,3.7,5.9,.633,1.7,2.8,.627,1.8,6.6,8.5,1.4,0.7,1.2,1.8,4.0,13.3
686,Daniel Theis\theisda01,C,29,HOU,26,21,584,5.2,11.0,.469,1.4,4.9,.291,3.8,6.2,.610,1.7,2.5,.675,2.0,6.0,8.0,1.2,0.7,1.0,1.9,3.8,13.4
687,Daniel Theis\theisda01,C,29,BOS,6,0,80,4.5,6.8,.667,0.9,2.7,.333,3.6,4.1,.889,2.3,5.0,.455,0.9,10.8,11.7,2.7,0.9,2.7,0.9,5.4,12.2
688,Brodric Thomas\thomabr01,SG,25,BOS,9,0,44,4.1,10.6,.385,0.8,5.7,.143,3.3,4.9,.667,1.6,3.3,.500,1.6,3.3,4.9,4.9,0.0,0.8,3.3,4.9,10.6
689,Cam Thomas\thomaca02,SG,20,BRK,54,2,1047,6.9,16.0,.435,1.5,5.6,.274,5.4,10.3,.523,2.5,3.1,.831,0.4,4.3,4.7,2.5,1.0,0.3,1.7,1.9,18.0
690,Isaiah Thomas\thomais02,PG,32,TOT,6,1,128,5.3,16.3,.328,2.0,9.0,.219,3.4,7.3,.462,2.3,3.1,.727,0.6,3.1,3.7,3.7,0.6,0.6,2.0,3.7,14.9
691,Isaiah Thomas\thomais02,PG,32,LAL,4,1,101,4.3,13.9,.308,1.8,7.8,.227,2.5,6.1,.412,2.9,3.9,.727,0.4,2.5,2.9,2.1,0.0,0.7,1.8,4.3,13.2
692,Isaiah Thomas\thomais02,PG,32,DAL,1,0,13,8.3,22.2,.375,0.0,8.3,.000,8.3,13.8,.600,0.0,0.0,,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.0,16.6
693,Isaiah Thomas\thomais02,PG,32,CHO,1,0,14,10.3,28.3,.364,5.1,18.0,.286,5.1,10.3,.500,0.0,0.0,,2.6,10.3,12.9,7.7,5.1,0.0,5.1,2.6,25.7
694,Matt Thomas\thomama02,SG,27,CHI,37,0,451,4.2,10.2,.406,2.6,6.9,.384,1.5,3.4,.452,1.3,1.6,.800,0.2,3.7,3.9,1.6,0.6,0.2,0.6,1.4,12.2
695,Klay Thompson\thompkl01,SG,31,GSW,19,19,489,8.4,20.5,.410,3.9,10.5,.371,4.5,9.9,.452,2.4,2.6,.943,0.6,4.9,5.4,4.2,0.8,0.8,2.1,2.1,23.1
696,Tristan Thompson\thomptr01,PF,30,TOT,40,5,637,5.9,11.2,.528,0.1,0.1,1.000,5.9,11.2,.525,2.6,5.0,.523,5.0,6.7,11.7,1.3,0.8,0.8,2.1,4.2,14.5
697,Tristan Thompson\thomptr01,PF,30,SAC,30,3,455,6.0,11.9,.503,0.1,0.1,1.000,5.9,11.9,.500,2.5,4.7,.533,5.7,7.0,12.7,1.4,0.9,0.9,2.3,4.1,14.6
698,Tristan Thompson\thomptr01,PF,30,IND,4,0,66,7.1,13.1,.542,0.0,0.0,,7.1,13.1,.542,1.6,4.4,.375,3.8,6.0,9.8,1.1,0.0,1.1,2.2,3.8,15.8
699,Tristan Thompson\thomptr01,PF,30,CHI,6,2,116,5.0,7.4,.667,0.0,0.0,,5.0,7.4,.667,3.4,6.2,.550,3.1,5.6,8.7,0.9,0.9,0.0,1.6,4.7,13.3
700,JT Thor\thorjt01,PF,19,CHO,24,0,236,3.5,7.9,.442,1.1,4.0,.269,2.4,4.0,.615,1.5,2.1,.714,1.7,4.1,5.8,2.7,1.2,1.5,1.2,3.8,9.6
701,Matisse Thybulle\thybuma01,SG,24,PHI,49,34,1277,3.2,6.4,.500,1.0,3.3,.291,2.3,3.1,.721,0.6,0.8,.724,0.7,2.5,3.2,1.6,2.4,1.5,0.9,3.2,8.0
702,Killian Tillie\tilliki02,C,23,MEM,34,3,447,3.5,9.7,.355,2.2,6.4,.338,1.3,3.3,.390,0.4,0.6,.625,1.7,3.0,4.7,1.7,1.9,1.1,0.9,4.5,9.5
703,Xavier Tillman Sr.\tillmxa01,PF,23,MEM,41,0,516,5.0,11.0,.452,0.6,2.6,.216,4.4,8.4,.525,2.2,3.3,.646,3.3,5.0,8.2,2.8,2.9,1.0,1.9,3.4,12.6
704,Isaiah Todd\toddis01,PF,20,WAS,10,0,41,4.4,14.9,.294,3.5,9.7,.364,0.9,5.3,.167,1.8,5.3,.333,1.8,7.0,8.8,2.6,1.8,1.8,0.9,0.9,14.0
705,Obi Toppin\toppiob01,PF,23,NYK,57,2,857,6.6,13.1,.508,0.9,4.1,.224,5.7,8.9,.638,2.9,3.9,.739,2.1,6.2,8.3,2.1,0.6,1.0,1.8,3.2,17.1
706,Juan Toscano-Anderson\toscaju01,SF,28,GSW,62,6,896,4.3,8.7,.488,1.0,3.3,.309,3.3,5.5,.596,1.6,2.7,.574,1.1,5.4,6.5,4.8,1.8,0.6,2.5,4.1,11.1
707,Karl-Anthony Towns\townska01,C,26,MIN,59,59,1994,9.4,17.8,.527,2.2,5.4,.404,7.2,12.4,.581,5.4,6.6,.811,2.9,7.4,10.3,4.1,1.1,1.2,3.2,3.8,26.3
708,Gary Trent Jr.\trentga02,SG,23,TOR,55,54,1907,6.7,16.1,.413,3.1,8.3,.376,3.5,7.9,.452,2.2,2.6,.826,0.3,2.4,2.7,2.2,1.9,0.3,1.1,2.1,18.6
709,P.J. Tucker\tuckepj01,PF,36,MIA,58,57,1642,3.9,7.9,.499,1.7,3.7,.444,2.3,4.2,.547,0.9,1.2,.722,1.8,5.1,7.0,2.7,1.0,0.3,1.2,3.0,10.4
710,Rayjon Tucker\tuckera01,SG,24,DEN,3,0,29,1.2,2.5,.500,1.2,2.5,.500,0.0,0.0,,3.7,5.0,.750,1.2,3.7,5.0,5.0,1.2,0.0,0.0,3.7,7.4
711,Myles Turner\turnemy01,C,25,IND,42,42,1235,5.8,11.5,.509,1.8,5.3,.333,4.1,6.1,.662,2.3,3.1,.752,1.9,6.8,8.7,1.3,0.8,3.4,1.6,3.5,15.7
712,Jonas Valančiūnas\valanjo01,C,29,NOP,58,58,1797,8.0,14.8,.537,1.0,2.7,.376,7.0,12.2,.572,3.7,4.5,.814,3.6,9.8,13.4,2.9,0.6,1.0,2.9,3.9,20.6
713,Denzel Valentine\valende01,SG,28,TOT,24,0,222,4.1,10.7,.379,3.1,7.6,.404,1.0,3.1,.316,0.0,0.0,,1.5,5.4,6.8,1.8,1.3,0.0,1.9,3.2,11.2
714,Denzel Valentine\valende01,SG,28,CLE,22,0,204,4.1,10.9,.371,3.2,7.8,.409,0.9,3.2,.278,0.0,0.0,,1.6,5.1,6.7,1.9,1.2,0.0,1.8,3.0,11.3
715,Denzel Valentine\valende01,SG,28,UTA,2,0,18,4.0,8.0,.500,2.0,6.0,.333,2.0,2.0,1.000,0.0,0.0,,0.0,8.0,8.0,0.0,2.0,0.0,4.0,6.0,10.0
716,Jarred Vanderbilt\vandeja01,PF,22,MIN,61,54,1581,4.1,6.9,.589,0.0,0.3,.167,4.0,6.6,.607,1.6,2.5,.648,4.2,8.0,12.2,1.9,1.9,1.0,1.3,3.4,9.7
717,Fred VanVleet\vanvlfr01,PG,27,TOR,52,52,1984,6.8,16.3,.415,3.8,9.5,.398,3.0,6.9,.438,2.8,3.2,.876,0.7,3.5,4.2,6.6,1.5,0.5,2.5,2.3,20.2
718,Devin Vassell\vassede01,SF,21,SAS,56,17,1472,6.2,14.4,.433,2.4,7.1,.346,3.8,7.3,.517,1.3,1.6,.813,0.8,5.1,5.9,2.4,1.3,0.9,1.1,2.8,16.1
719,Gabe Vincent\vincega01,PG,25,MIA,57,23,1384,5.1,11.8,.433,2.8,7.5,.380,2.3,4.4,.524,1.1,1.4,.808,0.5,2.4,2.9,4.9,1.4,0.3,2.2,3.6,14.2
720,Nikola Vučević\vucevni01,C,31,CHI,57,57,1925,8.1,17.1,.473,1.6,5.0,.307,6.6,12.1,.543,1.3,1.8,.755,2.1,10.2,12.3,3.8,1.0,1.2,2.1,2.7,19.1
721,Dean Wade\wadede01,PF,25,CLE,48,25,903,3.6,7.9,.452,1.9,5.3,.361,1.7,2.6,.636,0.8,1.2,.655,1.2,4.5,5.7,2.0,1.0,0.2,0.6,3.2,9.8
722,Franz Wagner\wagnefr01,SF,20,ORL,65,65,2068,6.7,14.4,.469,1.5,4.1,.372,5.2,10.3,.507,2.7,3.2,.852,1.2,4.1,5.3,3.4,1.0,0.5,1.8,2.5,17.7
723,Moritz Wagner\wagnemo01,C,24,ORL,46,0,591,7.6,15.2,.500,2.6,7.8,.328,5.1,7.4,.680,4.1,5.1,.798,1.3,6.0,7.4,3.2,0.9,0.6,2.1,5.2,21.9
724,Ish Wainright\wainris01,PF,27,PHO,33,0,239,3.5,9.3,.371,1.7,5.3,.314,1.8,4.1,.444,0.5,1.1,.429,2.9,3.2,6.0,1.5,1.4,0.8,1.5,5.3,9.0
725,Kemba Walker\walkeke02,PG,31,NYK,37,37,948,5.7,14.1,.403,2.8,7.6,.367,2.9,6.5,.444,2.3,2.7,.845,0.5,3.7,4.2,5.0,1.0,0.3,1.8,1.4,16.4
726,Lonnie Walker IV\walkelo01,SG,23,SAS,59,6,1362,7.0,17.1,.410,2.4,7.6,.309,4.7,9.5,.490,2.3,3.0,.786,0.4,3.5,4.0,3.4,1.0,0.4,1.7,2.3,18.7
727,M.J. Walker\walkemj01,SG,23,PHO,2,0,8,0.0,18.0,.000,0.0,9.0,.000,0.0,9.0,.000,0.0,0.0,,0.0,4.5,4.5,4.5,9.0,0.0,0.0,4.5,0.0
728,Derrick Walton\waltode01,PG,26,DET,3,3,108,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
729,Brad Wanamaker\wanambr01,PG,32,TOT,23,2,320,3.2,8.7,.364,0.5,1.9,.235,2.7,6.8,.400,2.6,2.8,.920,0.7,3.7,4.4,6.2,0.8,0.7,2.6,5.1,9.3
730,Brad Wanamaker\wanambr01,PG,32,IND,22,1,293,3.2,8.8,.361,0.5,2.1,.235,2.7,6.8,.400,2.5,2.7,.909,0.7,3.6,4.3,5.9,0.6,0.7,2.8,5.2,9.3
731,Brad Wanamaker\wanambr01,PG,32,WAS,1,1,27,2.7,6.7,.400,0.0,0.0,,2.7,6.7,.400,4.0,4.0,1.000,0.0,5.3,5.3,9.3,2.7,0.0,0.0,4.0,9.3
732,Duane Washington Jr.\washidu02,PG,21,IND,34,7,664,5.8,15.6,.372,2.8,7.9,.356,3.0,7.7,.387,1.4,1.8,.765,0.2,2.9,3.1,3.4,1.0,0.1,2.0,2.5,15.8
733,P.J. Washington\washipj01,PF,23,CHO,48,11,1248,5.0,11.1,.455,2.5,6.7,.373,2.5,4.4,.579,1.4,1.9,.723,1.8,5.9,7.6,2.7,1.2,1.3,1.8,3.4,14.0
734,Yuta Watanabe\watanyu01,SF,27,TOR,30,4,401,4.4,10.7,.412,2.2,6.0,.373,2.2,4.7,.462,1.8,3.1,.571,1.6,5.7,7.3,1.7,0.7,1.3,1.7,3.1,12.8
735,Lindy Waters III\waterli01,SG,24,OKC,9,0,114,3.8,9.5,.400,2.8,8.5,.333,0.9,0.9,1.000,0.0,0.0,,0.0,4.7,4.7,0.3,0.3,1.3,0.6,3.5,10.4
736,Tremont Waters\watertr01,PG,24,TOT,3,0,50,2.9,10.1,.286,1.4,6.5,.222,1.4,3.6,.400,0.0,0.0,,0.0,2.9,2.9,5.0,3.6,0.0,2.9,2.9,7.2
737,Tremont Waters\watertr01,PG,24,TOR,2,0,42,2.6,10.3,.250,1.7,7.7,.222,0.9,2.6,.333,0.0,0.0,,0.0,3.4,3.4,6.0,3.4,0.0,3.4,1.7,6.9
738,Tremont Waters\watertr01,PG,24,WAS,1,0,8,4.5,9.0,.500,0.0,0.0,,4.5,9.0,.500,0.0,0.0,,0.0,0.0,0.0,0.0,4.5,0.0,0.0,9.0,9.0
739,Trendon Watford\watfotr01,SF,21,POR,38,1,552,5.1,9.3,.545,0.3,1.0,.250,4.8,8.3,.583,2.6,3.6,.727,2.3,6.8,9.1,3.3,0.8,1.2,1.8,5.3,13.0
740,Paul Watson\watsopa01,SF,27,OKC,9,3,156,2.8,8.1,.343,1.4,6.0,.231,1.4,2.1,.667,0.2,0.5,.500,0.7,5.5,6.2,1.8,0.7,0.7,0.9,2.3,7.2
741,Quinndary Weatherspoon\weathqu01,SG,25,GSW,6,0,49,7.3,11.0,.667,0.7,1.5,.500,6.6,9.6,.692,2.9,2.9,1.000,0.7,5.1,5.9,2.2,0.7,0.7,2.2,8.8,18.4
742,Russell Westbrook\westbru01,PG,33,LAL,63,63,2165,7.2,16.7,.433,1.0,3.5,.282,6.2,13.1,.474,3.6,5.4,.665,1.5,6.5,8.0,7.5,1.1,0.3,4.2,3.2,19.0
743,Coby White\whiteco01,PG,21,CHI,45,15,1271,6.3,13.9,.451,3.0,7.6,.401,3.2,6.3,.511,1.9,2.2,.848,0.4,3.5,3.9,3.7,0.6,0.3,1.4,2.8,17.4
744,Derrick White\whitede01,SG,27,TOT,59,49,1742,5.8,13.7,.424,1.9,6.3,.307,3.9,7.4,.522,3.4,3.9,.862,0.7,3.6,4.3,6.2,1.2,1.1,2.0,2.8,16.9
745,Derrick White\whitede01,SG,27,SAS,49,48,1486,5.9,13.8,.426,2.0,6.3,.314,3.9,7.6,.519,3.4,3.9,.869,0.6,3.6,4.2,6.6,1.2,1.0,2.1,2.8,17.1
746,Derrick White\whitede01,SG,27,BOS,10,1,256,5.3,13.1,.409,1.7,6.3,.267,3.7,6.8,.542,3.4,4.1,.828,1.1,3.5,4.6,3.9,1.1,1.3,1.5,2.8,15.8
747,Hassan Whiteside\whiteha01,C,32,UTA,52,7,942,6.7,10.5,.639,0.0,0.0,,6.7,10.5,.639,3.2,4.9,.651,5.0,10.3,15.2,0.7,0.7,2.9,1.7,5.8,16.6
748,Joe Wieskamp\wieskjo01,SG,22,SAS,17,0,95,4.9,11.0,.448,3.0,7.6,.400,1.9,3.4,.556,1.1,2.7,.429,1.1,1.9,3.0,1.9,1.1,0.8,0.4,2.3,14.0
749,Aaron Wiggins\wiggiaa01,SG,23,OKC,38,24,859,4.3,9.1,.472,1.2,4.0,.295,3.1,5.2,.610,1.6,2.2,.712,1.5,4.0,5.5,1.7,1.1,0.4,1.3,3.1,11.4
750,Andrew Wiggins\wiggian01,SF,26,GSW,59,59,1872,7.5,15.9,.473,2.5,6.2,.407,5.0,9.7,.515,2.3,3.5,.636,1.2,3.6,4.8,2.5,1.2,0.8,1.7,2.4,19.8
751,Lindell Wigginton\wiggili01,PG,23,MIL,14,0,115,4.7,9.1,.517,2.2,4.4,.500,2.5,4.7,.533,3.1,5.6,.556,0.6,4.4,5.0,2.2,0.9,0.3,2.2,2.8,14.7
752,Brandon Williams\willibr03,PG,22,POR,7,1,131,8.0,16.2,.492,2.2,5.8,.381,5.8,10.4,.553,7.7,10.7,.718,1.1,3.6,4.7,3.6,1.4,0.3,3.6,3.6,25.8
753,Grant Williams\willigr01,PF,23,BOS,61,16,1447,4.0,8.1,.489,2.3,5.2,.440,1.7,2.9,.578,1.4,1.6,.921,1.2,3.8,5.0,1.6,0.7,1.1,1.1,3.5,11.6
754,Kenrich Williams\willike04,SF,27,OKC,49,0,1072,4.9,10.6,.461,1.4,4.1,.339,3.5,6.6,.536,1.0,1.8,.545,2.5,4.9,7.4,3.6,1.5,0.3,1.5,2.7,12.2
755,Lou Williams\willilo02,PG,35,ATL,44,0,640,6.0,14.8,.403,1.8,5.0,.364,4.2,9.8,.423,3.0,3.5,.871,0.7,3.1,3.8,4.8,1.2,0.2,1.9,2.3,16.8
756,Patrick Williams\willipa01,PF,20,CHI,5,5,125,3.7,6.6,.565,0.9,1.7,.500,2.9,4.9,.588,1.2,1.2,1.000,0.3,2.9,3.2,0.9,0.9,0.6,0.6,2.6,9.5
757,Robert Williams\williro04,C,24,BOS,53,53,1599,5.3,7.3,.725,0.0,0.0,.000,5.3,7.3,.728,1.3,1.8,.720,4.7,7.0,11.7,2.4,1.1,2.7,1.3,2.6,11.9
758,Ziaire Williams\willizi02,SF,20,MEM,46,25,998,4.8,10.7,.443,1.8,6.1,.292,3.0,4.7,.638,0.8,1.0,.793,0.5,2.6,3.2,1.4,0.9,0.3,1.0,3.1,12.1
759,D.J. Wilson\wilsodj01,PF,25,TOR,4,1,54,7.3,10.0,.733,0.0,1.3,.000,7.3,8.7,.846,5.3,6.7,.800,0.7,10.0,10.7,3.3,3.3,0.7,1.3,4.0,20.0
760,Dylan Windler\windldy01,SF,25,CLE,38,0,348,3.4,8.1,.423,2.2,5.7,.382,1.2,2.4,.522,0.7,0.9,.778,1.6,5.1,6.6,2.6,0.9,0.2,1.3,3.8,9.7
761,Justise Winslow\winslju01,SF,25,TOT,44,7,689,5.1,11.2,.451,0.7,2.8,.245,4.4,8.5,.519,1.8,3.0,.614,2.1,7.2,9.4,3.9,1.6,1.2,2.4,3.2,12.6
762,Justise Winslow\winslju01,SF,25,LAC,37,1,479,4.7,10.6,.447,0.4,2.2,.172,4.4,8.4,.518,1.9,3.1,.610,2.3,7.7,10.0,3.9,1.6,1.4,2.8,3.5,11.7
763,Justise Winslow\winslju01,SF,25,POR,7,6,210,5.8,12.7,.459,1.4,4.1,.333,4.5,8.6,.520,1.7,2.7,.625,1.9,6.0,7.9,3.8,1.7,0.9,1.4,2.7,14.7
764,Cassius Winston\winstca01,PG,23,WAS,5,0,27,4.0,8.0,.500,2.7,6.7,.400,1.3,1.3,1.000,2.7,2.7,1.000,0.0,0.0,0.0,6.7,0.0,0.0,1.3,9.3,13.3
765,Christian Wood\woodch01,C,26,HOU,60,59,1871,7.5,15.2,.494,2.2,5.7,.381,5.4,9.6,.560,3.5,5.7,.608,2.0,9.7,11.7,2.6,0.9,1.1,2.1,2.9,20.7
766,Robert Woodard II\woodaro01,SF,22,SAC,12,0,42,1.7,13.7,.125,0.9,3.4,.250,0.9,10.3,.083,1.7,1.7,1.000,4.3,5.1,9.4,2.6,0.9,0.9,0.9,2.6,6.0
767,Delon Wright\wrighde01,SG,29,ATL,59,5,1079,3.1,7.0,.443,1.0,2.9,.360,2.1,4.1,.500,1.4,1.6,.837,1.3,4.3,5.7,4.7,2.1,0.4,1.3,1.4,8.6
768,McKinley Wright IV\wrighmc01,PG,23,MIN,3,0,9,8.0,12.0,.667,4.0,8.0,.500,4.0,4.0,1.000,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,20.0
769,Moses Wright\wrighmo01,PF,23,LAC,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0
770,Thaddeus Young\youngth01,PF,33,TOT,34,1,514,6.7,12.5,.539,0.4,1.1,.375,6.3,11.3,.556,0.9,2.3,.394,3.8,5.0,8.8,5.0,2.0,0.7,2.7,3.6,14.8
771,Thaddeus Young\youngth01,PF,33,SAS,26,1,370,7.2,12.5,.578,0.0,0.5,.000,7.2,12.0,.602,1.0,2.1,.455,3.9,5.2,9.0,5.7,2.2,0.7,2.9,3.7,15.4
